name	source	about	first_release	types	paradigms	website
visual dataflex	https://en.wikipedia.org/wiki/Visual_DataFlex	DataFlex is an object-oriented high-level programming language and a fourth generation visual tool 4GL for developing Windows, web and mobile software applications on one framework-based platform. It was introduced and developed by Data Access Corporation beginning in 1982.[5][2][6][7]				http://www.dataaccess.com/DataFlex
visual dialogscript	https://en.wikipedia.org/wiki/Visual_DialogScript	Visual DialogScript (VDS) is an interpreted programming language for Microsoft Windows. It can be used to create small, fast programs. VDS has a large number of dialog and graphical elements available to create professional looking programs. VDS programs have access to the Windows API; therefore, it is possible to write applications that can perform the same advanced tasks as other programming languages such as Visual Basic, C++, or Delphi.				
visual foxpro	https://en.wikipedia.org/wiki/Visual_FoxPro	Visual FoxPro was a Microsoft data-centric procedural programming language that subsequently became object-oriented.				http://msdn.microsoft.com/vfoxpro
visual j++	https://en.wikipedia.org/wiki/Visual_J%2B%2B	"Visual J++ (pronounced ""Jay Plus Plus"") is Microsoft's discontinued implementation of Java. Syntax, keywords, and grammatical conventions were the same as Java's. It was introduced in 1996[1] and discontinued in January 2004,[2] replacing it to a certain extent with J# and C#."				
visual lisp	https://en.wikipedia.org/wiki/AutoLISP	AutoLISP is a dialect of the programming language Lisp built specifically for use with the full version of AutoCAD and its derivatives, which include AutoCAD Map 3D, AutoCAD Architecture and AutoCAD Mechanical.[1] Neither the application programming interface (API) nor the interpreter to execute AutoLISP code are included in the AutoCAD LT product line.[2]	1986			
visual objects	https://en.wikipedia.org/wiki/Visual_Objects	Visual Objects is an object-oriented computer programming language that is used to create computer programs that operate primarily under Windows. Although it can be used as a general-purpose programming tool, it is almost exclusively used to create database programs.				
visual prolog	https://en.wikipedia.org/wiki/Visual_Prolog	Visual Prolog, formerly known as PDC Prolog and Turbo Prolog, is a strongly typed object-oriented extension of Prolog. As Turbo Prolog, it was marketed by Borland but it is now developed and marketed by the Danish firm Prolog Development Center (PDC) that originally developed it. Visual Prolog can build Microsoft Windows GUI-applications, console applications, DLLs (dynamic link libraries), and CGI-programs. It can also link to COM components and to databases by means of ODBC.		['static', 'strong', 'inferred']	['multi-paradigm', 'logical', 'functional', 'object-oriented', 'imperative']	https://www.visual-prolog.com/
watfiv, watfor	https://en.wikipedia.org/wiki/WATFIV_(programming_language)	WATFIV, or WATerloo FORTRAN IV, developed at the University of Waterloo, Canada is an implementation of the Fortran computer programming language. It is the successor of WATFOR.				
webassembly	https://en.wikipedia.org/wiki/WebAssembly	WebAssembly (sometimes abbreviated Wasm) is an open standard that defines a portable binary-code format for executable programs, and a corresponding textual assembly language, as well as interfaces for facilitating interactions between such programs and their host environment.[2][3][4][5] The main goal of WebAssembly is to enable high-performance applications on web pages, but the format is designed to be executed and integrated in other environments as well, including standalone ones.[6][7][8]	2017		['structured', 'stack machine', '[1]']	https://webassembly.org/
webdna	https://en.wikipedia.org/wiki/WebDNA	WebDNA is a server-side scripting, interpreted language with an embedded database system, specifically designed for the World Wide Web. Its primary use is in creating database-driven dynamic web page applications. Released in 1995, the name was registered as a trademark in 1998.[1] WebDNA is currently maintained by WebDNA Software Corporation.				
whiley	https://en.wikipedia.org/wiki/Whiley_(programming_language)	"Whiley is an experimental programming language that combines features from the functional and imperative paradigms, and supports formal specification through function preconditions, postconditions and loop invariants.[1] The language uses flow-sensitive typing also known as ""flow typing."""	2010	['Strong', 'safe', 'structural', 'flow-sensitive']	['Imperative', 'Functional']	http://whiley.org/
winbatch	https://en.wikipedia.org/wiki/Winbatch	Winbatch is a Microsoft Windows scripting language originally developed by Wilson WindowWare and currently supported, maintained and enhanced by Island Lake Consulting LLC. Its environment includes an interpreter and a code editor along with a dialog designer and optional compiler to create self-contained executables.				http://www.winbatch.com/
wolfram language	https://en.wikipedia.org/wiki/Wolfram_Language	The Wolfram Language is a general multi-paradigm computational language[9] developed by Wolfram Research. It emphasizes symbolic computation, functional programming, and rule-based programming[10] and can employ arbitrary structures and data.[10] It is the programming language of the mathematical symbolic computation program Mathematica.[11]	1988	['Dynamic', 'strong']	['Multi-paradigm', 'term-rewriting', 'functional', 'procedural', 'array']	https://www.wolfram.com/language/
wyvern	https://en.wikipedia.org/wiki/Wyvern_(programming_language)	Wyvern is a computer programming language created by Jonathan Aldrich and Alex Potanin for the development of web and mobile applications with security and assurance being number one priority. Wyvern supports object capabilities, it is structurally typed, and aims to make secure way of programming easier than insecure - as described in the Wyvern Manifesto. One of the early available features that make Wyvern special is a way to safely use multiple programming languages within the same program so programmers can use the language most appropriate for each function while at the same time increasing the program's security.				
x++	https://en.wikipedia.org/wiki/X%2B%2B	Microsoft Dynamics AX was one of Microsoft's enterprise resource planning software products. It is part of the Microsoft Dynamics family. In 2018, its thick-client interface was removed and the web product was rebranded as Microsoft Dynamics 365 for Finance and Operations as a part of Microsoft's Dynamics 365 suite.				https://dynamics.microsoft.com/en-us/
x10	https://en.wikipedia.org/wiki/X10_(programming_language)	X10 is a programming language being developed by IBM at the Thomas J. Watson Research Center as part of the Productive, Easy-to-use, Reliable Computing System (PERCS) project funded by DARPA's High Productivity Computing Systems (HPCS) program. Its primary authors are Saravanan Arumugam (Aswath), Kemal Ebcioğlu, Vijay Saraswat, and Vivek Sarkar.[1]	2004	['Static', 'strong', 'safe']	['Object-oriented']	http://x10-lang.org/
xbase	https://en.wikipedia.org/wiki/XBase	"xBase is the generic term for all programming languages that derive from the original dBASE (Ashton-Tate) programming language and database formats. These are sometimes informally known as dBASE ""clones"". While there was a non-commercial predecessor to the Ashton-Tate product (Vulcan written by Wayne Ratliff), most clones are based on Ashton-Tate's 1986 dBASE III+ release — scripts written in the dBASE III+ dialect are most likely to run on all the clones.[1]"				
